Date,Temperature (C),Precip Type,Humidity,Wind Speed (km/h),Pressure (millibars),Summary,Ordinal
2008-08-26,9.9888888889,0,0.96,19.5132,1017.34,18,733280
2008-08-27,6.3333333333,0,0.96,24.4076,1017.48,18,733281
2008-08-28,12.2666666667,0,0.96,20.4309,1018.79,18,733282
2008-08-29,5.1277777778,1,0.95,25.3736,1028.76,18,733283
2008-08-30,7.15,1,0.96,30.8798,1029.66,18,733284
2008-08-31,20.9777777778,0,0.79,45.6757,1027.42,18,733285
2008-09-01,37.15,0,0.77,25.9854,1018.11,18,733286
2008-09-02,20.05,0,1,35.42,1016.81,18,733287
2008-09-03,21.1444444444,0,0.63,45.08,1015.71,18,733288
2008-09-04,21.1111111111,0,0.89,16.1,1023.1,18,733289
2008-09-05,23.5055555556,0,0.93,22.54,1020.13,18,733290
2008-09-06,22.2222222222,0,0.86,11.27,1020.4,18,733291
2008-09-07,23.8888888889,0,0.86,14.49,1019.35,18,733292
2008-09-08,22.7777777778,0,0.79,11.27,1017.3,18,733293
2008-09-09,23.1722222222,0,0.89,19.481,1015.83,18,733294
2008-09-10,22.3388888889,0,0.92,26.1947,1020.54,18,733295
2008-09-11,26.0166666667,0,0.95,14.49,1021.81,18,733296
2008-09-12,20,0,0.83,12.88,1020,18,733297
2008-09-13,25,0,0.83,15.6975,1016.8,18,733298
2008-09-14,25,0,0.83,25.76,1014,17,733299
2008-09-15,22.7777777778,0,0.73,28.98,1013.9,17,733300
2008-09-16,20.6611111111,0,0.87,28.98,1011.47,18,733301
2008-09-17,15,0,0.93,17.71,1014.37,17,733302
2008-09-18,21.1111111111,0,0.89,14.49,1015.7,17,733303
2008-09-19,22.8833333333,0,0.89,22.54,1015.47,18,733304
2008-09-20,22.2222222222,0,0.8,13.7172,1020.55,17,733305
2008-09-21,22.7777777778,0,0.8,27.37,1022.17,17,733306
2008-09-22,22.2222222222,0,0.88,17.71,1021.94,17,733307
2008-09-23,22.2222222222,0,0.91,23.2162,1019.7,18,733308
2008-09-24,22.2222222222,0,0.76,25.76,1016.7,18,733309
2008-09-25,17.7777777778,0,0.89,27.37,1020.1,17,733310
2008-09-26,21.1111111111,0,0.96,16.1,1021.5,17,733311
2008-09-27,20.1222222222,0,0.79,21.1071,1021.8,17,733312
2008-09-28,17.7777777778,0,0.86,25.76,1025,18,733313
2008-09-29,21.1111111111,0,0.73,37.03,1022.97,18,733314
2008-09-30,22.0833333333,0,0.93,22.54,1010.8,18,733315
2008-10-01,15.7833333333,0,0.93,27.6759,1018.05,18,733316
2008-10-02,12.6666666667,0,0.93,14.6188,1025.24,18,733317
2008-10-03,16.0222222222,0,0.93,22.2663,1026.31,18,733318
2008-10-04,18.8388888889,0,0.93,12.3004,1021.47,18,733319
2008-10-05,31.0166666667,0,0.93,15.617,1018.11,18,733320
2008-10-06,21.6111111111,0,0.93,13.5401,1017.97,18,733321
2008-10-07,32.6833333333,0,0.83,23.4899,1013.61,18,733322
2008-10-08,32.6611111111,0,0.79,17.0982,1014.48,18,733323
2008-10-09,36.0166666667,0,0.71,26.4845,1016.7,18,733324
2008-10-10,21.0611111111,0,0.89,21.574,1019.29,18,733325
2008-10-11,22.0833333333,0,0.96,11.27,1022.35,18,733326
2008-10-12,21.9666666667,0,0.93,10.787,1029.9,18,733327
2008-10-13,27.2,0,0.9,10.8836,1030.08,18,733328
2008-10-14,27.7777777778,0,0.93,6.1985,1020.93,18,733329
2008-10-15,28.8833333333,0,0.84,7.5187,1017.33,18,733330
2008-10-16,27.1777777778,0,0.88,16.0195,1010.14,18,733331
2008-10-17,17.8611111111,0,0.9,33.327,1017.11,18,733332
2008-10-18,16.0444444444,0,0.9,25.2609,1018.24,18,733333
2008-10-19,11.1055555556,0,0.93,17.0821,1015.83,18,733334
2008-10-20,11.0166666667,0,0.93,21.3969,1020.89,18,733335
2008-10-21,12.3555555556,0,0.93,13.7333,1022.87,18,733336
2008-10-22,16.4388888889,0,0.93,15.0213,1022.28,18,733337
2008-10-23,28.8388888889,0,0.92,11.9784,1019.89,18,733338
2008-10-24,12.6611111111,0,0.95,15.6975,1020.39,18,733339
2008-10-25,12.7777777778,0,0.93,9.2575,1019.61,17,733340
2008-10-26,15.9722222222,0,0.96,9.0965,1016.62,18,733341
2008-10-27,17.2,0,0.93,7.8246,1018.76,18,733342
2008-10-28,17.7555555556,0,0.9,16.0678,1020.98,18,733343
2008-10-29,17.6888888889,0,0.93,20.3343,1026.73,18,733344
2008-10-30,13.9166666667,0,0.93,14.1197,1027.46,18,733345
2008-10-31,17.2222222222,0,0.96,10.8192,1026.36,18,733346
2008-11-01,21.2555555556,0,0.91,30.268,1023.25,18,733347
2008-11-02,23.8611111111,0,0.94,10.1913,1030.15,18,733348
2008-11-03,13.7777777778,0,0.94,15.5687,1032.63,18,733349
2008-11-04,13.9611111111,0,0.87,21.3808,1021.88,18,733350
2008-11-05,17.2166666667,0,0.84,22.7493,1015.22,18,733351
2008-11-06,20.0666666667,0,0.92,29.5274,1011.49,18,733352
2008-11-07,23.7944444444,0,0.92,32.9728,1010.85,18,733353
2008-11-08,22.4277777778,0,0.89,35.9191,1016.75,18,733354
2008-11-09,21.1333333333,0,0.93,17.8066,1020.01,18,733355
2008-11-10,20.9,0,0.93,10.8353,1020.33,18,733356
2008-11-11,17.7944444444,0,0.84,35.2429,1021.18,18,733357
2008-11-12,16.95,0,0.83,33.8261,1028.28,18,733358
2008-11-13,15,0,0.84,25.6795,1032.68,17,733359
2008-11-14,19.8944444444,0,0.84,24.8584,1014.07,18,733360
2008-11-15,22.2444444444,0,0.94,9.4668,1033.65,18,733361
2008-11-16,22.1722222222,0,1,10.8675,1034.17,18,733362
2008-11-17,22.8,0,1,11.27,1031.68,18,733363
2008-11-18,20.9888888889,0,0.96,8.05,1026,18,733364
2008-11-19,21.1055555556,0,0.96,7.6475,1022.78,18,733365
2008-11-20,22.8,0,0.93,23.9246,1021.49,18,733366
2008-11-21,12.1277777778,0,1,22.6527,1025.61,17,733367
2008-11-22,15.0722222222,0,0.96,10.7226,1026.58,18,733368
2008-11-23,17.2,0,0.96,12.7673,1026.66,18,733369
2008-11-24,22.7555555556,0,0.93,16.9372,1026.57,18,733370
2008-11-25,18.8888888889,0,0.94,11.27,1026.78,17,733371
2008-11-26,19.95,0,0.89,10.3684,1021.83,18,733372
2008-11-27,21.0166666667,0,0.89,16.8084,1026.76,18,733373
2008-11-28,16.95,0,0.93,23.8924,1029.62,18,733374
2008-11-29,12.7555555556,0,0.93,12.8317,1031.81,18,733375
2008-11-30,12.2888888889,0,0.93,16.583,1031.51,18,733376
2008-12-01,8.9555555556,1,0.94,13.5884,1042.94,18,733377
2008-12-02,12.8611111111,1,0.92,12.88,1039.16,18,733378
2008-12-03,16.0833333333,1,0.85,23.2162,1028.72,17,733379
2008-12-04,18.8611111111,0,0.81,17.1626,1026.59,16,733380
2008-12-05,19.95,0,0.92,20.5275,1022.64,17,733381
2008-12-06,17.2666666667,0,0.72,27.9979,1019.58,18,733382
2008-12-07,13.7944444444,0,0.77,23.3772,1025.66,18,733383
2008-12-08,16.0611111111,1,0.88,23.1357,1025.78,18,733384
2008-12-09,10.1388888889,1,0.85,14.2646,1042.08,18,733385
2008-12-10,-4.9055555556,1,0.9,9.016,1045.38,18,733386
2008-12-11,6.7444444444,1,0.96,12.5419,1031.49,18,733387
2008-12-12,11.3055555556,0,0.99,26.9836,1011.63,17,733388
2008-12-13,11.5777777778,0,0.96,30.5417,1009.93,17,733389
2008-12-14,12.1055555556,0,0.93,27.9174,1018.3,18,733390
2008-12-15,7.7333333333,1,0.91,33.1016,1023.2,18,733391
2008-12-16,6.1888888889,1,0.92,25.0838,1024.53,17,733392
2008-12-17,6.2055555556,1,0.96,14.1841,1025.06,18,733393
2008-12-18,8.9611111111,1,0.96,23.6187,1038.05,17,733394
2008-12-19,3.0666666667,1,0.87,15.1662,1039.23,17,733395
2008-12-20,3.9111111111,1,0.92,12.4936,1040.25,17,733396
2008-12-21,5.8666666667,1,0.93,15.617,1038.36,18,733397
2008-12-22,3.8666666667,1,0.84,28.819,1033.42,18,733398
2008-12-23,1.1111111111,1,0.83,35.6132,1043.69,24,733399
2008-12-24,-1.1111111111,1,0.77,34.7438,1046.38,18,733400
2008-12-25,4.9888888889,1,0.56,21.9926,1041.9,18,733401
2008-12-26,10.1555555556,1,0.82,30.3646,1026.82,18,733402
2008-12-27,11.0833333333,1,0.85,18.1608,1026.77,17,733403
2008-12-28,12.7055555556,1,0.93,21.5901,1027.66,17,733404
2008-12-29,13.8333333333,1,0.87,21.8638,1027.33,17,733405
2008-12-30,15.2222222222,0,0.82,36.2411,1028.47,17,733406
2008-12-31,22.7777777778,0,0.85,14.0231,1030.37,17,733407
2009-01-01,35,0,0.9,33.81,1017.6,17,733408
2009-01-02,31.1111111111,0,0.81,12.88,1018.68,17,733409
2009-01-03,27.7777777778,0,0.96,22.54,1018.8,18,733410
2009-01-04,22.7777777778,0,0.83,30.59,1020.3,18,733411
2009-01-05,23.8888888889,0,0.85,30.59,1020.98,18,733412
2009-01-06,27.7777777778,0,0.82,22.54,1021.47,18,733413
2009-01-07,32.7777777778,0,0.78,20.93,1021.09,17,733414
2009-01-08,32.0166666667,0,0.93,25.76,1024.6,18,733415
2009-01-09,27.2222222222,0,0.9,17.71,1024.6,13,733416
2009-01-10,23.9055555556,0,0.93,24.472,1019.94,18,733417
2009-01-11,27.7777777778,0,0.97,17.71,1021.71,17,733418
2009-01-12,31.1111111111,0,0.9,17.71,1021,17,733419
2009-01-13,32.7777777778,0,0.84,25.2126,1018.4,17,733420
2009-01-14,36.1111111111,0,0.84,24.15,1015.2,18,733421
2009-01-15,36.1111111111,0,0.76,25.76,1012.58,17,733422
2009-01-16,33.8888888889,0,0.73,20.93,1016.11,17,733423
2009-01-17,27.2222222222,0,0.8,28.2233,1019.49,18,733424
2009-01-18,27.2222222222,0,0.8,25.76,1022,18,733425
2009-01-19,27.7777777778,0,0.87,24.15,1021.63,18,733426
2009-01-20,32.2222222222,0,0.84,11.27,1019.98,18,733427
2009-01-21,28.8888888889,0,0.96,12.3004,1018.3,18,733428
2009-01-22,33.8888888889,0,0.87,13.0893,1018.14,18,733429
2009-01-23,33.8888888889,0,0.97,16.1966,1018.1,17,733430
2009-01-24,28.8888888889,0,0.93,12.88,1009.56,18,733431
2009-01-25,31.1111111111,0,0.9,17.71,1009,17,733432
2009-01-26,31.1111111111,0,0.93,17.71,1009.9,18,733433
2009-01-27,28.8888888889,0,0.93,14.49,1013.88,17,733434
2009-01-28,25,0,0.93,24.15,1016.1,17,733435
2009-01-29,27.7777777778,0,0.96,20.3343,1020.1,17,733436
2009-01-30,31.1111111111,0,0.97,17.71,1016.97,18,733437
2009-01-31,27.2222222222,0,0.93,37.03,1019.01,17,733438
2009-02-01,3.8888888889,1,0.93,22.54,1027.35,17,733439
2009-02-02,23,0,1,22.9264,1015.58,18,733440
2009-02-03,27.2222222222,0,0.93,25.76,1014.99,17,733441
2009-02-04,23.8888888889,0,0.77,23.6026,1015.36,17,733442
2009-02-05,27.7777777778,0,0.87,25.7117,1016.53,18,733443
2009-02-06,32.2222222222,0,0.9,16.7279,1018,18,733444
2009-02-07,33.8888888889,0,0.9,12.88,1019.15,18,733445
2009-02-08,32.1722222222,0,0.87,17.71,1018.91,18,733446
2009-02-09,32.7777777778,1,0.93,11.27,1025.88,17,733447
2009-02-10,12.6055555556,1,0.9,22.54,1026.7,18,733448
2009-02-11,10,0,0.89,33.81,1008.5,17,733449
2009-02-12,8.8888888889,0,1,25.76,1007.79,17,733450
2009-02-13,6.1111111111,0,1,12.88,1007.3,17,733451
2009-02-14,3.8888888889,1,1,17.71,995.11,18,733452
2009-02-15,7.2222222222,1,1,12.3165,1000.59,18,733453
2009-02-16,4.4444444444,1,1,22.54,1008.05,18,733454
2009-02-17,6.1611111111,1,1,12.88,1009.18,17,733455
2009-02-18,6.1777777778,1,1,27.3378,1009.3,18,733456
2009-02-19,6.1111111111,0,1,24.15,1014.1,18,733457
2009-02-20,3.8055555556,1,0.96,17.71,1029.26,18,733458
2009-02-21,2.8666666667,1,0.92,25.76,1027.1,18,733459
2009-02-22,2.2555555556,1,0.96,17.2109,1025.7,18,733460
2009-02-23,-3.8888888889,1,0.92,14.49,1023.59,18,733461
2009-02-24,-2.7777777778,1,0.95,11.27,1024.5,18,733462
2009-02-25,-3.8888888889,1,0.96,14.49,1035.07,18,733463
2009-02-26,-2.1888888889,1,0.92,14.49,1037.7,17,733464
2009-02-27,25,1,0.97,11.27,1038.1,18,733465
2009-02-28,27.7944444444,0,0.93,16.1966,1020.1,18,733466
2009-03-01,27.7777777778,0,0.88,20.93,1019.9,18,733467
2009-03-02,22.2222222222,0,0.9,17.71,1022.3,18,733468
2009-03-03,16.1111111111,0,0.93,13.8782,1023.9,17,733469
2009-03-04,17.7777777778,0,1,14.6832,1020.4,18,733470
2009-03-05,18.8722222222,0,0.96,15.5687,1028.96,22,733471
2009-03-06,17.2222222222,0,1,14.49,1029.2,18,733472
2009-03-07,8.8888888889,0,1,26.5328,1030.17,18,733473
2009-03-08,7.9166666667,0,1,9.338,1030.96,22,733474
2009-03-09,27.2222222222,0,1,14.49,1029.6,18,733475
2009-03-10,31.1111111111,0,0.93,35.42,1020.34,18,733476
2009-03-11,25,0,0.8,21.5579,1021.4,18,733477
2009-03-12,25.9555555556,0,0.89,11.27,1021.5,18,733478
2009-03-13,27.8277777778,0,0.83,17.71,1017.9,18,733479
2009-03-14,28.8888888889,0,0.86,20.93,1019.58,18,733480
2009-03-15,25.1388888889,0,0.93,25.76,1022.5,18,733481
2009-03-16,17.7777777778,0,0.91,28.98,1022.57,18,733482
2009-03-17,21.1111111111,0,0.93,25.76,1021.9,18,733483
2009-03-18,22.2222222222,0,0.95,30.59,1021.51,24,733484
2009-03-19,18.8888888889,0,0.96,20.93,1021.7,18,733485
2009-03-20,22.2222222222,0,0.89,30.59,1018.52,18,733486
2009-03-21,17.3111111111,0,0.79,27.37,1019,18,733487
2009-03-22,22.2222222222,0,0.83,33.81,1019.56,18,733488
2009-03-23,25,0,0.93,25.76,1021.4,23,733489
2009-03-24,27.3444444444,0,0.81,14.49,1020.85,18,733490
2009-03-25,20.4166666667,1,0.96,10.4811,1028.05,24,733491
2009-03-26,12.7777777778,1,0.96,14.49,1024.1,18,733492
2009-03-27,9.0277777778,0,0.93,26.0981,1006.44,18,733493
2009-03-28,10.0888888889,0,0.94,27.37,1015.67,18,733494
2009-03-29,12.7777777778,0,0.92,12.8317,1022.86,17,733495
2009-03-30,13.8888888889,0,0.91,28.98,1019.9,18,733496
2009-03-31,13.3333333333,0,0.99,12.88,1019.1,17,733497
2009-04-01,23.8888888889,0,0.76,16.1,1019.9,18,733498
2009-04-02,30.05,0,0.81,12.9605,1024.13,18,733499
2009-04-03,33.8888888889,0,0.87,31.4111,1021.3,18,733500
2009-04-04,26.1111111111,0,0.87,15.8102,1023.85,18,733501
2009-04-05,31.1111111111,0,0.93,17.71,1015.05,18,733502
2009-04-06,25,0,0.97,20.93,1015.81,18,733503
2009-04-07,25,0,0.97,14.49,1016.68,18,733504
2009-04-08,28.8888888889,0,0.93,22.54,1017.66,18,733505
2009-04-09,28.8888888889,0,0.8,17.71,1018,18,733506
2009-04-10,25,0,0.83,11.27,1019.15,18,733507
2009-04-11,32.7777777778,0,0.84,14.49,1018.1,18,733508
2009-04-12,28.8,0,0.84,14.49,1018.64,18,733509
2009-04-13,26.1111111111,0,0.97,24.15,1016.9,18,733510
2009-04-14,27.7777777778,0,0.96,20.8334,1018.7,18,733511
2009-04-15,29.7388888889,0,0.89,17.71,1019.11,18,733512
2009-04-16,22.3055555556,0,0.93,16.9855,1021.35,18,733513
2009-04-17,30,0,0.93,11.27,1021.7,18,733514
2009-04-18,32.2222222222,0,0.89,14.49,1018.1,18,733515
2009-04-19,33.8888888889,0,0.87,22.54,1019.7,18,733516
2009-04-20,35,0,0.73,17.3719,1024.5,18,733517
2009-04-21,30,0,0.8,14.49,1025.43,18,733518
2009-04-22,32.2222222222,0,0.83,12.6707,1021.96,18,733519
2009-04-23,32.7777777778,0,0.89,20.93,1018.87,18,733520
2009-04-24,23.8888888889,0,0.96,20.93,1020.1,18,733521
2009-04-25,25,0,0.9,12.88,1018.5,18,733522
2009-04-26,31.1111111111,0,0.71,20.93,1018,18,733523
2009-04-27,33.8888888889,0,0.73,24.15,1018.27,18,733524
2009-04-28,33.8888888889,0,0.73,12.88,1018.3,24,733525
2009-04-29,34.6888888889,0,0.87,14.49,1017.84,18,733526
2009-04-30,34.8277777778,0,0.96,17.71,1024,18,733527
2009-05-01,7.2222222222,0,1,11.27,1022.86,18,733528
2009-05-02,10.5555555556,0,0.96,22.54,1018.8,18,733529
2009-05-03,8.8888888889,0,0.93,11.27,1018.22,18,733530
2009-05-04,17.7777777778,0,0.93,25.76,1016.18,18,733531
2009-05-05,13.9222222222,0,0.96,16.1,1018.8,18,733532
2009-05-06,15,0,0.93,25.76,1018.97,18,733533
2009-05-07,20,0,0.88,30.59,1014.6,18,733534
2009-05-08,17.7777777778,0,0.9,25.76,1015.18,18,733535
2009-05-09,17.8833333333,0,1,16.1,1020.96,18,733536
2009-05-10,8.0222222222,0,1,14.49,1020.7,18,733537
2009-05-11,17.0666666667,0,1,12.8961,1021.16,18,733538
2009-05-12,17.2222222222,0,0.96,22.54,1019.8,18,733539
2009-05-13,13.9222222222,0,0.96,12.88,1019.81,18,733540
2009-05-14,11.1111111111,0,0.96,30.59,1018.88,17,733541
2009-05-15,11.1444444444,0,1,22.7654,1020.4,18,733542
2009-05-16,5,0,0.82,20.93,1009.2,18,733543
2009-05-17,12.7944444444,0,0.96,35.42,1015.9,18,733544
2009-05-18,5.8666666667,0,0.9,18.9819,1012.3,18,733545
2009-05-19,9.3722222222,0,0.93,13.4596,1013.6,18,733546
2009-05-20,12.2388888889,0,1,16.1,1010,18,733547
2009-05-21,13.8888888889,0,1,16.1644,1007.5,18,733548
2009-05-22,22.1722222222,0,0.93,23.1518,1016.31,18,733549
2009-05-23,26.1111111111,0,0.88,24.15,1019,18,733550
2009-05-24,25,0,0.94,24.15,1013.83,18,733551
2009-05-25,16.3166666667,0,1,33.8261,1014.5,18,733552
2009-05-26,13.8888888889,0,0.93,45.08,1009.87,18,733553
2009-05-27,7.2555555556,0,0.85,37.6257,1015.15,18,733554
2009-05-28,6.1444444444,0,0.89,35.42,1021.54,18,733555
2009-05-29,7.7444444444,0,0.89,17.71,1022.31,18,733556
2009-05-30,8.8888888889,0,0.93,14.2646,1018.56,18,733557
2009-05-31,7.2222222222,0,0.93,20.93,1023.35,18,733558
2009-06-01,16.1111111111,1,0.89,30.59,1024,18,733559
2009-06-02,14.9111111111,0,0.96,30.59,1020.8,18,733560
2009-06-03,20.2222222222,0,0.93,20.93,1018.2,18,733561
2009-06-04,27.2222222222,0,0.95,17.71,1019.4,18,733562
2009-06-05,28.8888888889,0,0.83,11.27,1019.83,18,733563
2009-06-06,31.1111111111,0,0.85,17.71,1019.1,18,733564
2009-06-07,28.8888888889,0,0.9,28.98,1020.35,18,733565
2009-06-08,23.8888888889,0,0.93,16.1,1021.88,18,733566
2009-06-09,27.2888888889,0,0.93,17.71,1021.18,18,733567
2009-06-10,11.1111111111,1,0.84,35.42,1021.11,18,733568
2009-06-11,12.6055555556,0,0.82,41.86,1013.02,18,733569
2009-06-12,7.7777777778,1,0.85,38.64,1007.96,18,733570
2009-06-13,7.2222222222,1,0.86,45.08,1012.86,18,733571
2009-06-14,13.8888888889,1,0.88,27.37,1013.51,18,733572
2009-06-15,20,0,0.76,33.81,1013.33,18,733573
2009-06-16,18.8722222222,0,0.72,28.98,1011.94,18,733574
2009-06-17,13.8888888889,0,0.92,32.2,1017.5,18,733575
2009-06-18,18.8888888889,0,0.93,28.98,1016.56,18,733576
2009-06-19,16.1111111111,0,0.96,25.76,1022.33,18,733577
2009-06-20,10.9722222222,0,0.96,40.8296,1004.5,18,733578
2009-06-21,16.1111111111,0,0.92,38.64,992.82,17,733579
2009-06-22,10,0,0.93,30.5578,1001.21,17,733580
2009-06-23,8.8722222222,0,0.82,40.25,1007.6,18,733581
2009-06-24,11.1777777778,0,0.82,26.0015,1008.88,18,733582
2009-06-25,25,0,0.83,28.98,1014.07,18,733583
2009-06-26,28.8888888889,0,0.9,16.1,1020.64,18,733584
2009-06-27,30,0,0.88,20.93,1017.4,18,733585
2009-06-28,26.1111111111,0,0.77,25.76,1019.6,18,733586
2009-06-29,16.1111111111,0,0.86,17.71,1021.2,18,733587
2009-06-30,27.7777777778,0,0.93,11.27,1021.9,18,733588
2009-07-01,30,0,0.95,20.0606,1021.09,25,733589
2009-07-02,27.6055555556,0,0.96,16.1,1019,18,733590
2009-07-03,10,1,0.96,25.277,1023.2,18,733591
2009-07-04,11.1111111111,0,0.96,14.5544,1028.84,18,733592
2009-07-05,12.7777777778,0,0.89,28.98,1029.97,18,733593
2009-07-06,8.9055555556,0,0.82,46.207,1029.7,18,733594
2009-07-07,9.8111111111,1,0.88,45.08,1020.56,18,733595
2009-07-08,13.8888888889,1,1,13.1537,1020,18,733596
2009-07-09,31.1111111111,1,0.92,22.54,1023.8,18,733597
2009-07-10,32.7777777778,0,1,16.1,1014.9,18,733598
2009-07-11,30,0,0.91,20.93,1014.49,18,733599
2009-07-12,26.2166666667,0,0.96,35.4683,1015.3,18,733600
2009-07-13,17.0333333333,0,1,17.71,1014.15,18,733601
2009-07-14,21.0611111111,0,0.96,12.88,1009.3,18,733602
2009-07-15,25,0,0.96,12.88,1009.1,18,733603
2009-07-16,26.7555555556,0,0.97,24.15,1007.53,18,733604
2009-07-17,24.8111111111,0,0.97,22.54,1010.13,18,733605
2009-07-18,25,0,0.97,6.44,1010.76,25,733606
2009-07-19,26.1111111111,0,0.96,12.88,1013.88,18,733607
2009-07-20,23.8888888889,0,0.96,28.98,1016.19,18,733608
2009-07-21,27.2222222222,0,0.93,16.1,1016.3,18,733609
2009-07-22,21.1111111111,0,1,20.93,1014.75,18,733610
2009-07-23,27.2222222222,0,0.96,24.7618,1011.97,18,733611
2009-07-24,30,0,0.94,24.15,1011.59,18,733612
2009-07-25,31.1111111111,0,0.96,37.03,1014.9,18,733613
2009-07-26,32.2222222222,0,0.92,20.93,1015.1,18,733614
2009-07-27,21.6666666667,0,0.99,17.71,1018.6,18,733615
2009-07-28,10,1,0.96,35.42,1015.84,18,733616
2009-07-29,8.9555555556,1,0.96,25.76,1018.3,18,733617
2009-07-30,10,0,0.92,37.03,1022.71,18,733618
2009-07-31,25.85,1,0.95,16.9855,1024.42,18,733619
2009-08-01,28.8888888889,0,0.82,41.86,1018.03,18,733620
2009-08-02,7.7777777778,1,0.92,25.76,1016.5,18,733621
2009-08-03,11.1111111111,0,1,20.93,1018.8,18,733622
2009-08-04,6.1277777778,0,1,9.9337,1020.97,18,733623
2009-08-05,6.1111111111,0,1,17.71,1020.3,18,733624
2009-08-06,7.2222222222,0,0.99,19.8996,1021.99,18,733625
2009-08-07,7.2222222222,1,0.96,17.71,1022.8,18,733626
2009-08-08,6.0222222222,1,1,25.76,1019,18,733627
2009-08-09,13.8888888889,0,1,39.5094,1005.3,18,733628
2009-08-10,15,0,0.96,38.64,1025.09,18,733629
2009-08-11,7.2722222222,0,1,16.1,1024.5,18,733630
2009-08-12,5,0,0.96,25.76,1017.55,18,733631
2009-08-13,0.5555555556,1,0.96,19.5454,1022.4,18,733632
2009-08-14,0.0333333333,1,0.89,25.76,1022.91,18,733633
2009-08-15,-1.1111111111,1,0.95,28.98,1015,18,733634
2009-08-16,-2.6888888889,1,0.96,12.88,1008.59,18,733635
2009-08-17,-2.8833333333,1,0.92,14.49,1008.24,18,733636
2009-08-18,-5,1,0.92,25.76,1009.1,18,733637
2009-08-19,8.3333333333,1,0.96,35.42,1015.9,18,733638
2009-08-20,-5.7555555556,1,0.87,25.76,1019.09,18,733639
2009-08-21,2.7777777778,1,0.79,45.08,1018.86,18,733640
2009-08-22,10,0,0.96,40.0568,1008.7,18,733641
2009-08-23,13.8388888889,0,0.96,24.15,1008.31,18,733642
2009-08-24,16.0944444444,0,0.9,33.81,1010.57,18,733643
2009-08-25,8.8888888889,0,0.82,24.15,1015.07,18,733644
2009-08-26,3.8888888889,1,0.94,17.71,1009.19,18,733645
2009-08-27,7.6055555556,1,0.96,24.15,1010.8,18,733646
2009-08-28,7.5333333333,1,0.96,14.49,1016.5,18,733647
2009-08-29,11.1111111111,0,1,17.4202,1014.9,18,733648
2009-08-30,11.3,0,1,14.9569,1012.3,18,733649
2009-08-31,16.15,0,0.96,12.7029,1023.76,18,733650
2009-09-01,22.05,0,0.94,11.4471,1024.8,18,733651
2009-09-02,28.8666666667,0,1,10.8997,1024.49,18,733652
2009-09-03,27.7555555556,0,0.96,13.5884,1026,18,733653
2009-09-04,30,0,1,15.8746,1016.59,18,733654
2009-09-05,32.45,0,0.96,17.2109,1013.77,18,733655
2009-09-06,23.75,0,0.96,20.3343,1018.67,18,733656
2009-09-07,28.8611111111,0,0.95,12.4775,1019.35,18,733657
2009-09-08,33.8166666667,0,0.91,27.692,1011.95,18,733658
2009-09-09,20.2055555556,0,0.98,16.8567,1019.42,18,733659
2009-09-10,14.9722222222,0,0.88,13.5723,1021.29,18,733660
2009-09-11,25.0944444444,0,0.84,15.617,1020.9,16,733661
2009-09-12,17.8555555556,0,0.77,20.2377,1021.25,18,733662
2009-09-13,16.8055555556,0,0.87,27.5793,1017.54,18,733663
2009-09-14,9.9111111111,0,0.93,30.0104,1022.38,18,733664
2009-09-15,14.8833333333,0,0.93,19.9479,1023.47,18,733665
2009-09-16,17.8944444444,0,0.96,11.0929,1024.78,18,733666
2009-09-17,19.9277777778,0,0.93,14.0875,1025.07,17,733667
2009-09-18,28.8888888889,0,1,15.3916,1022.68,18,733668
2009-09-19,27.7777777778,0,1,12.2199,1018.06,18,733669
2009-09-20,31.0666666667,0,1,13.7816,1016.78,18,733670
2009-09-21,32.1277777778,0,0.93,15.2145,1014.78,18,733671
2009-09-22,32.0833333333,0,0.95,13.2342,1016.72,18,733672
2009-09-23,32.5555555556,0,0.92,21.5418,1015.53,18,733673
2009-09-24,32.5944444444,0,0.99,26.6294,1015.07,18,733674
2009-09-25,27.0166666667,0,0.99,19.6098,1014.09,18,733675
2009-09-26,26.0388888889,0,0.96,10.9802,1014.67,18,733676
2009-09-27,27.6555555556,0,1,12.5258,1018.92,18,733677
2009-09-28,31.0666666667,0,1,11.27,1023.82,18,733678
2009-09-29,27.1722222222,0,0.97,11.5276,1024.39,18,733679
2009-09-30,28.8611111111,0,0.96,10.4006,1027.8,18,733680
2009-10-01,26.1111111111,0,0.96,9.66,1027.92,18,733681
2009-10-02,12.2722222222,0,0.89,29.9943,1022.5,17,733682
2009-10-03,20.0222222222,0,1,26.2108,1017.64,18,733683
2009-10-04,18.8388888889,0,0.93,15.8102,1019.04,18,733684
2009-10-05,21.2055555556,0,0.89,16.5669,1020.95,18,733685
2009-10-06,23.8833333333,0,0.93,24.4881,1023.89,18,733686
2009-10-07,22.55,0,0.89,26.1464,1025.73,18,733687
2009-10-08,22.7777777778,0,0.83,21.3325,1024.97,18,733688
2009-10-09,20.9,0,0.93,22.6849,1025.22,18,733689
2009-10-10,25,0,0.86,35.42,1024.2,18,733690
2009-10-11,31.1111111111,0,0.87,28.6258,1015.95,18,733691
2009-10-12,27.7777777778,0,0.77,20.93,1018,17,733692
2009-10-13,32.2222222222,0,0.81,15.5365,1018.04,23,733693
2009-10-14,27.2944444444,0,0.9,28.98,1020.02,18,733694
2009-10-15,22.5888888889,0,0.86,20.93,1022.73,18,733695
